Actual,Predicted
20.785,23.360521
17.426,18.181599
23.571,24.83534
28.092,25.252937
22.832,22.21204
27.636,26.655542
25.238,27.497696
19.255,20.777037
16.229,16.649841
17.168,18.994747
24.381,23.604002
20.181,19.63168
21.792,23.119492
13.577,13.835595
19.338,20.415964
13.788,15.499925
22.491,23.31459
18.562,20.820293
18.124,19.754778
32.278,29.604744
19.537,21.554867
24.071,23.54482
22.879,22.644888
28.312,25.035923
24.146,23.621758
16.314,16.272366
24.279,24.932533
13.943,14.31766
20.172,17.948671
24.079,23.143017
20.421,19.497183
15.258,16.47556
21.139,19.676268
16.815,16.424694
16.75,14.64596
27.565,24.886765
26.281,22.848476
15.147,15.912732
21.134,23.53567
24.02,24.46601
22.682,20.61118
19.296,18.965515
13.651,13.323724
20.209,20.505085
20.324,21.604342
24.006,21.261826
18.462,18.385181
21.505,20.57455
19.916,21.162794
22.89,21.478352
22.424,23.087658
24.736,24.625614
23.081,22.196766
26.525,27.720127
19.15,18.675112
21.305,21.948986
19.557,19.326807
23.87,24.271267
21.395,22.42688
22.173,24.22734
25.979,26.210386
18.934,19.422356
23.17,24.844065
23.428,24.795115
22.006,22.43969
19.8,20.934202
19.682,21.050198
23.206,21.729103
21.421,22.963015
21.398,21.237713
16.435,18.875301
18.01,18.42534
18.36,18.993887
24.458,23.957008
25.137,26.928339
15.448,14.672457
19.415,19.059996
15.735,15.59283
17.245,18.496223
16.345,18.812008
17.223,18.16031
24.286,24.820478
20.164,19.681467
19.695,19.626541
11.269,13.167458
15.722,14.791527
17.757,17.935143
22.678,21.827702
25.25,24.260082
25.508,27.504316
23.835,22.52527
16.79,16.954111
24.009,22.827047
21.841,20.57936
18.079,17.05916
13.586,14.8432045
18.617,17.730497
20.648,19.594307
23.004,23.706146
26.634,27.946983
17.543,18.794579
28.269,27.042772
23.305,22.385912
17.901,21.557423
15.927,18.037481
25.81,27.19723
17.654,18.021801
15.746,16.754026
25.218,24.222637
21.385,22.726242
21.208,19.679718
22.349,22.538282
18.492,19.202393
23.663,23.14739
14.064,16.670532
26.923,23.22267
24.525,23.61069
20.77,21.89779
18.867,17.743868
23.592,23.199326
18.191,19.16
23.138,22.22224
21.668,24.112278
24.226,21.506063
10.649,12.188662
22.58,25.299017
17.403,18.964058
12.741,12.510737
15.397,15.828351
23.754,22.973433
18.211,19.838612
18.883,18.719952
27.555,24.501104
19.268,18.353567
19.265,19.613468
21.886,19.574875
19.911,19.829481
19.041,18.75354
18.257,19.979021
19.718,20.746317
17.982,16.811174
18.501,18.764505
20.536,20.989412
20.636,21.116045
21.165,18.893173
18.168,16.607077
24.233,22.894331
15.327,15.090198
21.208,22.631079
24.324,22.980013
17.913,20.084415
21.707,21.664652
23.106,24.643377
24.361,27.1769
28.284,25.967485
28.194,26.281298
25.615,25.96009
24.652,23.67762
25.815,26.2399
21.906,23.484735
22.705,20.588848
18.362,19.154629
19.429,20.967508
27.701,26.572681
16.253,17.91732
20.96,23.931923
24.951,27.720036
16.104,17.26097
24.08,22.940794
16.086,16.228085
18.031,17.177916
15.119,15.058371
17.947,15.79038
27.453,27.877274
23.318,22.536615
22.215,22.399086
31.142,29.291552
23.191,24.40795
17.526,18.240805
23.237,24.597929
20.146,22.53334
17.629,17.36707
21.495,21.767456
21.73,21.19078
23.198,24.249237
20.593,21.601782
34.924,30.87806
17.294,18.179722
16.603,22.086103
25.932,26.916336
10.357,11.721606
18.655,18.919567
25.395,23.670135
19.526,18.36886
14.54,14.351929
19.118,20.810408
28.118,28.290033
20.257,21.13617
18.021,18.728388
17.473,18.430387
20.293,19.381947
27.269,29.56389
20.725,19.951105
16.44,16.69821
20.859,19.32495
21.784,21.594618
20.034,22.09437
20.052,19.456219
14.075,13.53698
26.237,23.552647
17.136,17.648449
15.563,16.337313
19.846,20.30277
25.151,28.0751
24.159,25.290901
26.314,25.260496
27.193,25.791027
20.785,20.843355
20.458,21.663
31.762,28.542131
23.232,23.975618
24.404,26.482916
15.649,17.239431
22.503,23.034721
15.707,16.004595
24.948,26.175879
20.321,17.665113
19.645,21.054012
26.881,27.376661
26.965,25.786036
20.851,21.105455
14.352,14.167125
24.285,23.602428
11.884,13.497634
27.992,24.673012
27.081,25.991518
25.003,24.416162
22.976,24.082277
22.532,20.971247
21.124,20.96328
18.14,18.227543
25.282,28.05435
19.029,21.59467
19.299,20.766033
28.912,28.887722
22.137,22.668074
20.939,19.719982
25.266,27.050379
24.834,24.827925
18.606,19.608156
29.365,26.459978
21.531,22.204992
20.475,21.69099
24.549,23.361086
27.386,27.59378
17.172,18.569464
23.477,25.380684
20.579,22.17122
21.943,24.867453
28.076,26.396358
23.189,20.16324
23.039,23.503744
29.692,28.46618
30.115,27.320446
26.534,26.115475
16.511,18.12127
17.611,18.84495
27.786,26.667933
19.356,20.222042
15.208,16.84355
19.06,18.998678
14.976,15.816359
22.838,24.629814
22.547,22.337711
22.983,25.237522
23.816,22.57395
21.252,21.349941
22.713,22.613316
26.76,25.098782
17.324,17.869684
18.607,18.851578
25.795,24.11467
22.5,21.411718
18.859,18.920296
21.597,22.991695
21.081,20.714348
14.553,12.990089
28.83,27.016727
24.725,22.894957
22.979,23.999033
20.935,22.104979
13.881,16.484041
25.347,28.09278
30.081,25.687866
20.183,19.287733
17.821,17.112707
17.987,16.009314
18.206,18.516861
21.13,25.95656
24.411,23.278477
26.753,25.501776
25.187,26.725264
25.241,21.419987
11.511,12.349035
19.69,19.766953
22.921,22.367434
16.098,17.029478
22.546,22.50197
19.524,22.729729
17.971,19.498035
12.648,12.33954
20.187,19.617443
25.557,22.909697
20.023,20.327572
21.088,19.893414
18.064,18.365227
17.34,18.867344
23.921,25.345873
16.109,17.756506
18.263,17.606972
18.38,22.442379
23.151,21.58437
24.609,22.932005
16.836,19.193304
19.947,19.57794
15.711,15.642097
18.822,20.132893
14.659,16.503536
21.011,20.618065
24.284,25.388012
33.681,28.563587
18.071,18.628345
24.34,24.914104
19.646,20.322262
19.449,18.869955
16.925,17.0846
23.265,24.342575
23.378,23.937342
26.729,23.117449
19.464,19.744328
16.51,19.1305
16.297,18.286573
19.613,20.424726
29.421,27.049095
26.248,22.898012
18.777,21.511396
21.886,21.653223
13.166,15.4028845
25.391,24.878847
22.709,21.787699
23.04,22.10639
23.021,23.364174
24.269,23.715107
13.291,14.4055195
24.122,24.765013
26.18,26.177666
11.413,12.479706
22.756,20.98211
21.509,21.477379
27.81,25.394676
28.754,25.714539
20.472,20.147812
21.401,20.576937
19.427,17.443108
17.038,20.123495
26.313,25.710766
17.123,15.211174
24.654,23.464163
19.315,19.496767
17.013,18.997005
20.997,19.273853
20.234,22.370466
25.987,23.788073
26.115,25.916853
22.247,23.028152
17.955,18.765743
29.021,27.285536
23.99,22.455254
19.139,17.484356
17.897,18.91008
17.003,17.471191
22.741,23.162405
20.953,21.580244
15.272,13.927932
24.295,25.91013
18.232,19.427591
24.073,22.734184
21.999,21.172415
19.163,18.739756
21.972,21.90388
26.502,25.443075
26.556,25.48426
20.109,20.706865
29.201,27.13108
24.301,23.806103
18.104,18.345703
17.832,18.279493
20.061,20.890905
18.324,19.814852
18.667,21.323923
21.118,21.29824
26.389,27.431044
19.824,20.278156
25.384,27.464113
18.82,17.891766
22.217,22.423578
17.75,18.978191
22.323,23.772547
20.121,19.901207
21.039,21.302904
17.322,17.586523
19.26,22.561707
25.407,26.166761
23.648,25.433783
22.635,23.623333
25.503,24.754326
17.774,17.86406
26.307,24.356579
20.291,21.250952
30.535,26.04956
27.05,26.674755
19.75,21.28505
19.943,22.790995
26.338,25.170797
18.908,16.956379
29.765,26.756226
25.629,24.440838
18.346,18.580267
19.449,18.624348
20.129,20.101028
16.316,16.071848
26.393,23.94618
19.836,18.39272
25.289,24.845997
19.08,19.21215
23.957,22.458378
18.95,18.886044
23.651,25.032185
20.082,20.888617
17.877,18.28167
18.972,18.044151
19.518,22.982763
25.211,23.543974
23.374,24.38068
15.305,16.399652
21.393,20.18696
20.241,22.151941
25.43,23.188395
13.234,17.13665
25.551,25.63585
17.759,17.611359
21.866,20.4569
19.548,22.426785
18.432,19.092434
24.064,22.824194
16.739,17.304792
19.298,19.401222
21.434,21.00371
17.607,18.467724
23.873,23.231363
17.006,18.854603
16.151,17.753016
20.205,21.258408
21.659,20.2145
25.055,23.024519
20.471,20.655222
19.479,18.515543
18.11,18.954346
25.674,23.883076
17.705,19.657425
22.607,21.396648
20.029,21.02685
24.879,22.484983
16.854,18.065304
16.909,17.140337
23.227,24.76221
17.97,17.038815
24.287,21.950464
21.224,22.285212
15.328,14.269191
15.183,19.438765
20.358,22.524002
23.591,22.856188
30.354,28.12535
25.735,26.9075
22.755,20.52784
20.147,19.375834
18.82,20.624502
20.241,20.988823
21.233,21.882572
12.857,14.103512
21.301,23.077085
22.237,21.790472
18.173,20.344944
17.959,18.8454
21.045,20.394522
23.661,23.37894
25.868,23.995419
25.146,24.306019
19.603,21.770903
20.882,22.833506
23.006,24.428606
17.863,19.636787
22.603,23.29917
28.318,27.625973
22.25,24.963402
17.204,16.638943
24.766,25.981487
19.441,18.627281
25.993,27.787823
19.72,17.096504
15.927,16.865564
15.055,15.849205
21.998,22.678173
19.613,18.829004
21.815,23.352808
21.762,22.33657
21.09,21.581036
19.821,20.758755
17.517,18.837439
16.374,17.6871
25.354,26.486128
20.875,19.701878
27.043,25.695654
18.476,17.927868
27.97,27.660307
16.194,16.563578
22.97,22.684175
26.973,26.622444
31.482,26.064524
24.785,22.981638
22.473,24.568426
20.789,20.47851
31.331,26.986834
18.06,16.96674
17.857,18.599602
25.637,24.827494
15.703,17.172178
23.935,24.1279
20.562,20.069286
18.722,18.610744
19.839,20.00556
16.783,17.328539
20.873,22.419935
20.035,20.38466
18.475,17.886063
27.927,23.253235
20.965,20.478176
26.776,26.841194
20.532,22.925339
16.277,17.05426
24.101,22.228092
20.91,19.860085
16.206,15.725434
19.31,19.14258
21.616,22.196552
24.238,24.703192
17.046,17.794647
19.676,18.492151
18.916,17.93195
25.259,25.052795
19.828,22.085438
24.621,25.8679
20.021,20.751444
23.258,23.774864
17.792,16.87778
20.408,19.783476
26.907,27.537273
19.408,19.065674
20.311,20.442976
28.448,27.2219
11.267,12.116915
17.305,16.329027
19.779,19.690945
26.272,24.431341
19.792,20.957228
18.904,18.108915
19.129,18.936514
21.213,21.315155
26.229,25.69309
26.693,29.743738
21.658,20.56138
25.227,24.61693
21.232,20.387596
19.749,18.115673
27.39,28.154133
21.977,21.367859
19.095,20.837248
17.891,18.979298
23.231,26.770039
17.769,16.189219
25.263,22.885014
23.6,22.287487
23.228,23.327318
22.717,21.771439
21.504,23.876776
19.512,17.73585
26.752,25.39309
24.23,21.185158
11.61,11.908399
20.3,18.683935
15.877,17.567184
22.214,24.816927
24.212,23.095179
18.948,18.538464
28.395,26.152302
14.769,14.468773
16.349,15.951465
11.415,12.879598
24.119,22.655815
21.871,22.378199
18.311,18.082024
23.292,24.862505
25.286,26.215437
20.925,20.935179
26.371,27.107883
22.877,25.31748
20.03,21.931307
20.678,18.965761
24.281,22.153763
22.907,23.170292
27.098,29.202236
21.583,26.157013
16.243,15.677965
18.394,18.951866
15.89,17.15517
14.419,17.401922
22.588,22.137564
21.612,22.277609
25.493,21.14105
28.201,26.736897
17.251,18.149893
19.086,21.914217
20.999,20.7759
24.546,22.61982
22.553,22.743708
23.41,25.834682
21.317,20.18757
18.939,19.106543
20.676,22.157104
16.359,15.071084
15.84,16.207096
19.154,21.375002
22.765,19.705147
21.074,21.288551
28.777,24.407875
30.35,29.681595
21.448,18.97115
19.843,21.671001
22.413,21.809896
23.123,23.26184
14.995,15.337866
23.625,23.682938
23.83,23.10624
16.633,16.93279
12.199,13.915909
21.55,21.814928
20.845,19.674784
21.631,21.739408
22.799,20.459133
13.444,13.513711
20.551,21.889853
23.991,21.825994
27.389,24.526888
22.039,21.85986
19.51,19.830973
21.229,20.38313
22.767,25.795828
18.529,21.218658
23.134,21.554533
24.592,24.468206
19.206,19.916916
18.451,17.445045
19.026,18.820442
23.381,25.15689
26.362,26.04018
22.12,21.503147
19.336,21.592762
20.749,19.839344
23.876,22.241055
22.587,23.962498
20.236,19.774673
12.415,13.396762
22.843,22.081858
16.043,17.489456
20.854,21.903175
23.863,20.217846
14.287,15.535497
21.474,22.184017
16.773,16.449963
18.497,16.268372
24.994,25.006815
17.239,17.24013
22.603,22.488571
17.565,17.667261
28.863,25.91754
19.783,20.881851
20.25,21.283747
19.92,20.527948
20.882,19.901533
29.71,29.721329
29.364,26.809359
21.247,23.48833
27.87,26.9397
25.45,24.530508
22.761,22.86783
25.097,23.966177
26.875,29.345741
18.199,17.361837
34.343,29.495432
29.72,25.438425
27.729,24.937622
25.057,25.532473
22.418,21.76333
18.462,18.806114
25.717,23.713974
12.986,14.007074
20.295,19.754341
15.013,15.790354
23.016,23.814865
19.181,19.895555
24.477,26.370317
23.212,23.51914
19.176,21.043308
23.628,21.974373
13.534,15.076863
16.866,16.20893
23.92,21.922556
29.852,30.144659
16.769,17.780924
22.978,21.60006
22.953,21.778704
17.45,18.185516
17.384,19.853334
28.739,24.440664
21.225,20.219633
20.528,19.929636
21.982,18.794176
22.422,24.058783
27.02,25.134619
25.269,24.164206
28.406,25.920494
13.015,11.889604
21.451,21.070204
14.39,16.287893
14.718,15.861959
21.149,21.429596
19.385,21.725761
17.546,18.5945
24.555,26.609823
17.387,17.172678
19.486,19.054071
21.817,20.716496
19.762,19.569283
22.115,23.00086
15.851,16.71235
19.342,20.945974
11.237,13.661478
25.59,26.577982
18.612,19.89826
20.082,19.08753
19.977,20.678932
19.989,19.678036
29.299,28.205744
16.38,16.583006
21.422,22.770452
27.322,26.136639
18.185,18.824636
17.925,17.453978
17.105,18.194134
26.235,22.849901
16.04,18.041752
24.257,21.8454
18.671,17.296907
18.041,20.30031
23.437,22.216099
20.693,20.409065
21.367,21.637583
31.149,27.231794
11.559,13.877495
25.966,30.062353
22.706,21.892403
19.273,22.433336
27.421,24.131104
14.594,14.748267
18.255,17.362968
20.811,23.073786
22.338,21.172249
18.62,17.968252
22.828,23.873556
19.63,20.080032
20.78,21.835943
16.697,17.461071
20.714,21.288055
15.937,16.161575
23.738,24.038954
22.24,20.56189
24.019,24.882038
23.537,21.405432
16.074,16.560276
18.121,17.04338
20.54,23.297
20.18,21.198812
25.821,24.30857
17.932,17.967934
22.263,22.870285
19.271,22.677475
25.562,23.993002
16.551,17.780025
16.092,15.565137
18.826,19.169249
23.859,22.884016
25.591,27.727484
17.226,18.987123
18.569,16.17844
19.437,20.836031
20.197,21.218807
23.056,21.093758
24.4,24.08934
20.784,17.642965
24.597,23.261835
21.278,20.492168
25.725,25.358377
25.756,24.732231
26.444,27.013468
19.462,22.369614
22.536,23.17718
27.99,26.408485
18.179,17.408545
24.361,24.170162
16.196,17.726618
24.855,24.129776
20.838,19.682697
22.06,23.41374
18.685,18.806993
27.456,26.236092
15.017,16.142311
23.808,22.677996
13.502,15.828756
26.086,27.064785
21.88,25.268715
23.984,22.539501
21.762,19.23175
11.877,13.537583
20.795,19.074083
20.111,19.668444
19.592,17.892544
15.277,16.310015
25.727,24.771896
19.683,20.979126
24.584,23.898941
21.698,19.954142
18.817,17.681425
24.279,23.34805
14.863,19.299234
19.743,22.119158
28.296,26.694504
29.163,25.927275
22.406,24.3817
13.066,13.960824
20.395,19.638348
24.728,25.400452
18.874,18.54951
25.72,25.205984
21.189,20.325897
17.487,21.077799
17.885,18.431246
18.158,19.536713
19.422,19.790665
21.039,24.675695
23.752,24.368675
17.213,17.287462
19.695,19.040503
21.249,21.427216
24.896,24.327698
25.595,25.94955
18.01,19.060778
22.731,21.884132
25.012,25.717785
22.898,23.73113
24.546,21.452412
14.262,15.209451
21.879,20.720152
22.984,21.471685
21.716,23.046003
18.658,18.204014
22.617,23.937853
24.281,24.02215
20.402,20.859156
20.762,20.079062
21.138,20.820444
18.293,18.932652
24.693,22.922527
22.001,19.226116
21.546,22.084509
20.434,21.015646
21.546,21.49423
18.425,17.408112
19.638,19.367512
31.652,26.935785
23.503,24.495106
20.705,21.783808
24.754,26.399555
25.799,24.782707
24.459,25.20688
34.844,29.33247
20.754,22.566734
26.88,27.566978
21.798,22.242191
13.522,14.04167
19.031,19.202293
28.133,27.99128
22.126,21.293316
24.758,25.908398
25.379,24.135565
17.633,17.834835
24.747,23.090202
24.456,22.554476
19.513,20.302868
27.182,27.983784
18.391,18.975607
20.635,21.88573
20.433,19.171211
27.266,26.051619
16.35,17.609768
25.617,25.90678
16.443,17.659216
21.709,19.871725
20.174,18.942963
27.259,26.476954
22.494,22.743055
18.994,20.207134
23.644,24.302332
24.282,24.167362
18.342,18.400757
21.838,23.890522
21.991,23.306301
28.502,25.251316
16.161,18.01799
28.962,27.520412
24.813,25.121635
21.923,20.774357
29.786,29.251068
20.692,18.92039
13.75,15.239128
9.343,10.411644
24.822,23.016062
26.672,29.114166
17.453,19.985655
31.065,27.525463
31.484,28.623209
16.452,16.91681
17.162,18.302753
23.863,22.4243
22.311,23.361294
25.853,27.88435
19.757,23.101114
28.201,27.964369
20.179,22.101233
23.264,23.629917
22.673,23.19228
17.385,15.461606
27.977,26.091719
20.74,19.50122
22.547,23.323206
20.339,21.488579
18.052,19.224552
22.943,23.48408
26.191,22.118643
22.337,21.453018
18.99,22.85034
16.984,17.665123
16.426,17.056725
20.669,19.78895
23.087,21.361961
19.261,18.749882
25.547,25.369255
15.39,17.059425
24.109,24.463491
27.205,23.325682
20.924,20.136953
17.432,16.815409
22.816,23.769457
25.087,24.078896
22.528,23.454605
26.568,28.964588
19.026,19.00754
23.775,25.075342
15.445,15.527801
22.177,22.089045
23.552,23.041716
19.659,18.316027
19.103,18.322678
28.144,28.546232
17.874,18.185455
21.237,21.691135
24.23,22.934725
19.231,18.519913
20.706,20.836931
17.808,18.591166
24.273,26.60521
24.656,24.557991
23.864,22.370209
24.199,26.38542
18.784,18.825079
25.345,24.317478
23.506,26.405191
24.249,23.855745
19.53,22.487514
20.759,20.912195
19.638,20.47353
27.455,27.520126
19.679,18.858374
22.411,23.37777
25.072,26.86651
25.884,25.272516
11.514,11.884564
19.45,21.273354
18.702,19.37166
18.239,18.72823
26.866,28.605665
22.531,22.253908
21.962,21.329723
22.653,22.982607
10.77,11.048981
27.141,26.36279
19.83,19.992983
15.688,15.864074
25.839,26.480236
28.088,27.399326
26.537,27.249653
20.215,20.309473
25.406,22.75239
19.347,19.01381
23.869,25.0891
18.472,18.343956
26.301,25.233568
20.047,20.75198
17.673,20.558273
17.595,16.826319
19.006,19.770523
17.404,16.632257
27.926,25.846525
18.447,17.7749
14.664,16.381079
26.309,24.510805
22.73,21.194424
24.103,25.198284
23.342,28.862423
23.926,24.165632
18.776,21.957067
17.237,17.270016
25.41,24.781422
21.958,22.32796
18.017,19.121407
22.739,23.48932
18.897,17.775303
18.394,18.570099
21.725,21.244074
20.276,19.800009
26.992,25.26458
19.983,18.96347
29.898,29.25507
16.11,19.84123
19.366,18.070484
20.706,21.16363
17.838,18.682178
24.133,23.479067
13.594,13.687814
27.618,24.261272
19.897,21.201927
21.156,20.741636
15.557,15.969668
17.706,18.447552
22.115,20.249556
21.592,21.43876
19.728,17.156868
19.994,22.301647
25.454,22.5996
19.256,18.555693
18.997,17.69125
18.746,19.59333
16.048,17.379436
19.046,22.211157
26.953,28.192427
16.116,14.882238
23.923,21.096455
16.189,16.470219
20.405,23.26737
26.88,25.507515
19.672,16.126787
28.872,27.743244
30.043,27.656166
17.296,16.405401
22.929,25.571531
28.618,25.832247
15.235,15.746862
16.533,17.835222
24.584,24.563402
18.889,17.658232
19.808,19.465384
22.814,21.6297
23.397,23.090597
19.54,23.756422
19.359,20.616291
20.938,19.943098
26.724,25.617424
11.332,12.977932
26.712,26.151747
20.839,22.44263
22.865,22.778185
24.389,22.910328
11.984,13.75279
16.309,18.26014
20.507,19.09916
19.791,20.3548
21.354,22.309525
21.42,20.8423
24.629,24.104109
25.64,25.514797
17.262,17.474178
26.808,28.099655
22.763,21.573261
20.901,20.88208
24.299,25.170887
20.366,18.929274
11.326,13.357257
11.815,12.776717
16.879,17.547293
27.576,25.66595
17.477,16.953194
17.094,22.724089
19.332,19.969646
30.546,30.448118
23.505,23.6158
18.708,20.29848
20.51,22.007624
23.28,25.459421
15.64,17.413818
20.312,19.245674
16.634,18.18695
14.905,18.398254
23.641,22.689726
15.582,15.197646
24.045,23.000168
26.711,24.569094
24.675,25.245583
21.681,23.031712
15.988,17.678722
18.888,19.075796
21.545,20.940634
22.626,27.140118
28.379,27.54295
30.671,31.86605
21.357,21.70712
24.975,23.919575
24.646,23.629587
15.775,18.437618
22.577,21.060232
27.139,26.725431
19.363,20.47711
23.183,22.95502
22.839,25.231241
20.749,20.155205
14.671,14.500909
22.67,21.827145
16.815,15.73804
19.597,19.156652
17.968,20.107872
22.948,24.153154
18.311,18.611729
25.574,25.318865
21.785,22.2434
24.981,23.55753
24.816,22.92063
15.276,15.34685
29.304,27.509697
24.285,25.532848
24.648,24.94865
20.108,19.692438
29.16,27.798439
19.301,21.70445
18.509,19.185413
24.353,22.19738
24.32,23.314903
16.392,15.912576
16.766,20.52069
22.982,23.778263
18.899,18.738068
22.298,19.259855
20.325,17.994066
19.875,16.998926
24.703,24.259708
25.676,26.686098
13.811,13.042142
24.181,23.111223
24.946,23.966858
21.491,20.301575
22.111,21.170998
28.074,27.288416
12.224,13.483579
19.04,18.320105
24.004,23.29006
18.09,18.232628
20.243,19.153687
17.974,18.023458
19.515,20.396908
25.912,24.825253
19.439,20.192892
26.153,28.035458
18.12,19.730093
14.489,15.719838
21.387,24.030054
19.857,21.649195
20.293,20.034037
32.954,31.5692
28.522,24.517021
20.003,21.511923
20.128,22.363113
20.72,19.667236
20.801,21.308872
25.29,26.155624
22.812,22.38574
19.289,19.056038
21.584,23.083914
23.331,22.761791
23.689,24.197641
18.646,20.29924
20.476,20.699366
26.317,23.55977
15.135,15.918181
14.622,15.982543
23.106,21.357243
21.435,22.4458
24.163,21.562082
19.241,20.565718
26.36,25.349556
26.522,26.235865
16.231,15.236139
20.803,19.739668
17.686,18.814363
18.703,18.118273
20.542,20.230143
21.051,20.941484
20.14,19.657679
19.755,19.515762
18.168,18.237965
20.898,20.543056
14.944,14.477455
21.951,23.253569
27.955,27.64594
25.351,24.310875
19.041,17.569647
13.351,14.04341
19.166,19.27853
25.553,24.927856
26.996,26.528908
27.002,30.740398
20.485,23.47353
21.602,24.723734
20.915,20.16883
23.87,23.246191
20.776,20.728329
20.911,19.763206
23.223,21.929342
16.608,18.040777
24.981,25.637667
27.53,28.342924
20.893,19.81889
13.552,12.587328
16.222,19.42682
17.591,17.84324
23.186,23.924694
22.053,22.743017
24.537,24.227558
17.636,17.610952
16.928,15.275106
23.599,21.7474
22.308,23.664728
22.721,21.968468
21.209,20.230984
19.439,20.865969
24.276,25.578234
16.387,16.594349
17.085,19.374807
26.685,27.42978
11.933,11.571247
17.283,16.262493
29.279,28.768103
24.195,24.783083
29.395,26.437447
27.38,25.2995
20.384,21.225765
19.231,19.576902
19.545,17.571558
21.458,19.290592
25.84,25.982574
17.107,18.085705
19.083,21.655909
21.791,23.52881
24.502,24.929525
21.081,20.176794
14.173,13.457295
18.302,18.992111
22.545,23.489792
24.232,20.883001
18.29,18.748182
27.677,29.661814
19.181,20.7756
23.744,23.658962
23.071,24.74337
27.646,24.554516
22.705,23.463652
23.501,22.758085
14.228,15.536215
24.011,22.673462
18.153,18.842926
23.122,21.68303
22.9,21.744043
24.482,23.561802
21.284,19.888094
21.908,20.524527
21.78,20.193583
18.974,20.019636
20.013,19.996403
17.897,16.967041
23.12,24.610357
15.855,17.421331
23.357,23.038305
8.919,9.4622345
19.628,20.048882
15.808,16.660046
20.919,21.204432
19.789,18.226233
23.261,22.099861
27.054,24.846384
18.525,18.116941
21.173,19.469164
21.898,22.513695
25.516,25.710833
24.511,23.64828
24.849,26.140697
25.128,24.200455
17.687,17.661577
25.07,22.649492
19.791,21.738037
25.058,25.484425
24.035,21.833475
24.598,23.664911
24.826,23.525064
25.782,24.315948
18.235,19.531445
19.461,21.065498
22.857,21.66835
25.397,23.58972
19.119,17.909433
24.514,22.747423
19.054,19.63638
21.354,20.60739
14.658,15.326407
21.033,22.245794
20.471,17.865135
22.141,21.617754
18.773,21.467224
23.474,24.380434
24.35,22.966087
26.48,24.154198
23.168,24.226555
26.526,30.859655
21.619,21.871206
15.328,16.482859
20.221,21.45804
17.092,17.845812
12.316,14.061519
24.859,20.407242
21.772,21.28796
23.192,25.09721
25.61,26.761213
21.367,19.421078
15.279,17.013493
18.224,16.990828
19.07,19.90644
18.407,19.231638
15.678,17.575275
25.691,25.058498
16.124,15.102123
16.474,18.86984
21.896,21.34267
23.851,23.285015
27.861,26.460037
17.959,19.758413
24.154,21.793854
19.772,19.78803
22.963,22.342283
12.984,13.480419
20.386,19.70162
26.923,24.875296
22.808,20.682184
21.949,19.69346
17.549,17.355602
20.352,19.188557
21.514,20.661358
18.328,22.427235
23.441,25.532375
24.846,23.907337
26.539,25.620932
20.573,22.09735
18.978,19.648462
17.591,19.782648
19.274,18.39318
23.128,23.875536
22.11,20.073036
23.345,20.993523
21.856,23.712442
19.178,21.637106
16.755,15.893183
17.706,17.461706
23.042,23.510593
20.556,20.550655
19.589,18.987288
13.384,13.6598215
22.293,19.023802
16.923,17.116667
20.766,18.670454
18.257,18.531872
22.146,21.569077
24.506,23.883701
22.093,24.365498
23.409,22.487638
19.573,16.803343
20.098,19.34389
25.459,23.331583
21.767,22.14687
18.071,17.865032
13.452,13.363158
21.669,22.637285
27.17,27.613794
21.791,22.018543
13.145,13.903585
27.221,25.647106
20.374,20.964413
15.642,13.790636
19.712,18.959146
18.571,17.6165
18.497,18.568764
24.263,19.790176
28.511,27.428112
20.006,20.053968
20.827,22.400078
22.106,20.087175
21.222,21.156769
25.657,28.388374
21.57,21.47228
24.078,24.143608
19.155,18.766037
19.171,18.627237
18.032,21.33378
20.829,19.26074
16.056,15.441512
27.067,25.480124
16.982,17.496782
24.609,23.107578
25.191,27.597893
21.562,22.783005
28.052,28.649359
24.056,26.246853
23.769,23.93209
14.259,16.747684
18.993,17.478254
30.301,27.705463
23.674,21.798754
29.857,26.632885
22.413,20.786146
22.938,22.206377
26.057,26.185272
24.334,22.48227
22.794,23.56098
13.946,14.203565
32.022,31.041445
27.168,27.709974
22.567,21.773197
20.864,23.62442
21.767,20.339333
30.151,29.523472
28.966,26.552406
26.077,26.185232
14.857,16.241114
16.659,19.200289
26.684,25.150036
19.298,19.196249
23.977,23.455145
15.96,19.503752
18.376,18.306623
26.411,25.51447
27.627,24.352669
17.762,18.811361
23.858,21.33322
24.849,24.174576
27.269,29.12949
23.683,23.118902
15.777,18.125113
15.543,16.546892
18.243,18.998985
19.563,17.889309
24.344,26.721678
12.717,12.864747
17.446,18.913454
20.834,20.804218
20.304,18.983717
21.081,21.380219
19.654,18.183632
23.172,24.22593
23.38,24.857162
15.616,15.439844
17.556,19.177181
13.996,14.340702
28.86,26.640373
13.397,14.573492
26.09,22.891495
27.412,29.332874
20.663,20.67644
20.374,19.968845
23.32,23.864971
21.804,23.499878
26.048,25.492176
20.918,21.900757
25.664,26.550117
21.936,25.204454
15.768,16.291052
25.841,23.97852
21.181,18.781603
23.345,24.74887
23.456,22.227303
22.882,20.610752
23.153,22.029436
24.342,24.121199
17.83,20.294134
18.575,18.193806
19.476,20.019691
19.251,20.708916
27.642,24.960766
19.64,22.088411
19.772,20.091766
19.818,19.915289
23.225,24.138645
23.607,24.356169
20.242,21.498926
25.393,22.971516
12.299,11.91916
24.895,24.248262
22.753,22.36714
24.786,25.286495
15.754,15.956606
21.348,19.461155
